-26.353	8.761	0.09	4.0	0
-26.139	8.713	0.09	4.0	0
-25.926	8.687	0.09	4.0	0
-25.712	8.651	0.09	4.0	0
-25.481	8.622	0.09	4.0	0
-25.271	8.596	0.09	4.0	0
-25.056	8.563	0.09	4.0	0
-24.843	8.528	0.09	4.0	0
-24.604	8.483	0.09	4.0	0
-24.394	8.43	0.09	4.0	0
-24.179	8.383	0.09	4.0	0
-23.965	8.339	0.09	4.0	0
-23.751	8.324	0.09	4.0	0
-23.538	8.297	0.09	4.0	0
-23.088	8.241	0.09	4.0	0
-22.874	8.214	0.09	4.0	0
-22.660	8.176	0.09	4.0	0
-22.449	8.149	0.09	4.0	0
-22.237	8.111	0.09	4.0	0
-22.022	8.053	0.09	4.0	0
-21.569	7.958	0.09	4.0	0
-21.144	7.86	0.09	4.0	0
-20.717	7.785	0.09	4.0	0
-20.292	7.686	0.09	4.0	0
-19.865	7.571	0.09	4.0	0
-19.651	7.544	0.09	4.0	0
-19.437	7.495	0.09	4.0	0
-19.227	7.475	0.09	4.0	0
-18.798	7.389	0.09	4.0	0
-18.588	7.346	0.09	4.0	0
-18.161	7.304	0.09	4.0	0
-17.732	7.266	0.09	4.0	0
-17.522	7.234	0.09	4.0	0
-17.309	7.202	0.09	4.0	0
-17.095	7.2	0.09	4.0	0
-16.881	7.179	0.09	4.0	0
-16.670	7.155	0.09	4.0	0
-16.456	7.142	0.09	4.0	0
-16.242	7.133	0.09	4.0	0
-16.029	7.091	0.09	4.0	0
-15.844	7.08	0.09	4.0	0
-15.630	7.053	0.09	4.0	0
-15.416	7.022	0.09	4.0	0
-15.205	6.992	0.09	4.0	0
-14.991	6.961	0.09	4.0	0
-14.778	6.935	0.09	4.0	0
-14.564	6.92	0.09	4.0	0
-14.350	6.874	0.09	4.0	0
-14.136	6.855	0.09	4.0	0
-13.925	6.809	0.09	4.0	0
-13.736	6.754	0.09	4.0	0
-13.524	6.678	0.09	4.0	0
-13.099	6.59	0.09	4.0	0
-12.671	6.467	0.05	3.0	0
-12.486	6.433	0.05	3.0	0
-12.273	6.391	0.05	3.0	0
-12.059	6.337	0.05	3.0	0
-11.844	6.304	0.05	3.0	0
-11.634	6.271	0.05	3.0	0
-11.437	6.228	0.05	3.0	0
-11.223	6.189	0.05	3.0	0
-11.010	6.156	0.05	3.0	0
-10.796	6.107	0.05	3.0	0
-10.585	6.058	0.05	3.0	0
-10.371	6.013	0.05	3.0	0
-10.157	5.97	0.05	3.0	0
-9.947	5.915	0.05	3.0	0
-9.734	5.895	0.05	3.0	0
-9.520	5.821	0.05	3.0	0
-9.305	5.803	0.05	3.0	0
-9.095	5.771	0.05	3.0	0
-8.881	5.722	0.05	3.0	0
-8.667	5.651	0.05	3.0	0
-8.479	5.602	0.05	3.0	0
-8.269	5.56	0.05	3.0	0
-8.055	5.511	0.05	3.0	0
-7.841	5.459	0.05	3.0	0
-7.626	5.391	0.05	3.0	0
-7.414	5.346	0.05	3.0	0
-7.203	5.297	0.05	3.0	0
-6.989	5.252	0.05	3.0	0
-6.775	5.2	0.05	3.0	0
-6.561	5.154	0.05	3.0	0
-6.351	5.121	0.05	3.0	0
-6.136	5.031	0.05	3.0	0
-5.924	4.995	0.05	3.0	0
-4.619	4.581	0.04	1.0	0
-4.409	4.48	0.04	1.0	0
-4.194	4.394	0.04	1.0	0
-3.980	4.303	0.04	1.0	0
-3.749	4.236	0.04	1.0	0
